Pressure_V	Force_N
2.307956	258.100858143174
2.31891		255.212325105843
2.304412	270.377414987107
2.371747	282.352432070378
2.453257	315.277459214621
2.554098	325.52661376244
2.50255		320.483473274976
2.488052	318.839911911055
2.782842	408.476484444839
2.508027	310.277011197167
2.544755	330.228509684692
2.616277	364.889886459684
2.62852		358.201059616239
2.646562	383.959269625236
2.642696	358.801026294327
2.599847	350.210386883821
2.279927	228.623348724918
2.291848	247.442620158975
2.634964	374.60435057017
2.386245	301.494815851982
2.436182	301.083464343178
2.493851	313.981321507699
2.567951	349.621116951751
2.654294	388.952799138718
2.707131	395.68798807949
2.505772	336.275169384676
2.741603	411.879461315573
2.607257	373.593929580678
2.802817	447.04770393365
2.396232	298.730819754234
2.378835	298.444740318503
2.456801	303.012590026034
2.443914	315.881259211667
2.538956	330.987848754818
2.200994	216.291887625262
2.285404	231.724045327012
2.319877	251.578159800357
2.338241	261.89787367772
2.465822	297.286196915703
